rank,disease,name,database,n_raw_terms,n_retained_terms,n_missing_old,n_missing_new,n_obsolete,n_out_of_domain,n_ic_changed,n_pairs,n_informative_pairs,n_root_only_pairs,n_pairs_changed,n_pairs_abs_delta_gt_0.01,n_pairs_abs_delta_gt_0.1,mean_abs_dlin,max_abs_dlin,status
178,OMIM:301082,Immunodeficiency 102,OMIM,31,31,0,0,0,0,12,465,280,185,280,220,20,0.034766,0.440631,RANKABLE
179,ORPHA:572,Immunodeficiency by defective expression of MHC class II,ORPHA,38,38,0,0,0,0,25,703,432,271,432,352,17,0.034753,0.440631,RANKABLE
180,ORPHA:51636,WHIM syndrome,ORPHA,34,34,0,0,0,0,23,561,151,410,151,104,14,0.034684,0.339583,RANKABLE
181,OMIM:312863,"Combined immunodeficiency, X-linked",OMIM,12,12,0,0,0,0,10,66,66,0,66,56,3,0.034613,0.241582,RANKABLE
182,OMIM:619281,"Immunodeficiency 14B, autosomal recessive",OMIM,16,16,0,0,0,0,9,120,90,30,90,58,5,0.034604,0.459565,RANKABLE
183,OMIM:600886,Hyperferritinemia with or without cataract,OMIM,8,8,0,0,0,0,6,28,12,16,12,3,3,0.034558,0.139253,RANKABLE
184,ORPHA:411634,Juvenile nephropathic cystinosis,ORPHA,39,39,0,0,0,0,21,741,245,496,245,48,29,0.034511,0.940849,RANKABLE
185,ORPHA:32,Glutathione synthetase deficiency,ORPHA,14,14,0,0,0,0,10,91,19,72,19,4,3,0.034459,0.207261,RANKABLE
186,OMIM:269840,Immunodeficiency 48,OMIM,25,25,0,0,0,0,13,300,203,97,203,166,8,0.034391,0.206254,RANKABLE
187,ORPHA:33110,Autosomal non-syndromic agammaglobulinemia,ORPHA,29,29,0,0,0,0,24,406,116,290,116,88,9,0.034376,0.300848,RANKABLE
188,ORPHA:125,Bloom syndrome,ORPHA,67,67,0,0,0,0,45,2211,463,1748,463,228,40,0.034158,0.510637,RANKABLE
189,ORPHA:171851,MEDNIK syndrome,ORPHA,8,8,0,0,0,0,6,28,4,24,4,1,1,0.034137,0.131448,RANKABLE
190,OMIM:613791,Masp2 deficiency,OMIM,4,4,0,0,0,0,2,6,6,0,6,6,0,0.033989,0.037379,RANKABLE
191,OMIM:251110,"Methylmalonic aciduria, vitamin B12-responsive, cblB type",OMIM,30,30,0,0,0,0,23,435,110,325,110,30,17,0.033925,0.509823,RANKABLE
192,OMIM:609529,Immunoglobulin A deficiency 2,OMIM,5,5,0,0,0,0,4,10,10,0,10,9,0,0.033921,0.047744,RANKABLE
193,OMIM:604286,"Muscular dystrophy, limb-girdle, type 2E",OMIM,10,10,0,0,0,0,6,45,21,24,21,7,4,0.033905,0.172818,RANKABLE
194,OMIM:618495,Immunodeficiency 63 with lymphoproliferation and autoimmunity,OMIM,17,17,0,0,0,0,12,136,59,77,59,50,3,0.033844,0.142614,RANKABLE
195,OMIM:620816,MHC class II deficiency 3,OMIM,20,20,0,0,0,0,8,190,110,80,110,95,14,0.033735,0.123130,RANKABLE
196,OMIM:610247,"Esophagitis, eosinophilic, 1",OMIM,5,5,0,0,0,0,3,10,3,7,3,3,0,0.033709,0.050940,RANKABLE
197,OMIM:610984,Complement factor I deficiency,OMIM,17,17,0,0,0,0,9,136,95,41,95,80,6,0.033673,0.181773,RANKABLE
198,OMIM:609889,"Alpha/beta T-cell lymphopenia with gamma/delta T-cell expansion, severe cytomegalovirus infection, and autoimmunity",OMIM,14,14,0,0,0,0,7,91,58,33,58,45,4,0.033656,0.440631,RANKABLE
199,OMIM:613502,"Agammaglobulinemia 4, autosomal recessive",OMIM,11,11,0,0,0,0,7,55,45,10,45,34,3,0.033621,0.162201,RANKABLE
200,OMIM:613652,C1q deficiency,OMIM,5,5,0,0,0,0,2,10,10,0,10,9,0,0.033617,0.052905,RANKABLE
201,OMIM:614890,Immunodeficiency 29,OMIM,2,2,0,0,0,0,1,1,1,0,1,1,0,0.033550,0.033550,RANKABLE
202,OMIM:616345,Immunodeficiency 39,OMIM,2,2,0,0,0,0,1,1,1,0,1,1,0,0.033550,0.033550,RANKABLE
203,OMIM:301081,"Autoinflammatory disease, systemic, X-linked",OMIM,15,15,0,0,0,0,9,105,76,29,76,62,5,0.033497,0.324863,RANKABLE
204,OMIM:620322,C1q deficiency 3,OMIM,5,5,0,0,0,0,1,10,6,4,6,6,0,0.033482,0.036531,RANKABLE
205,OMIM:163500,"Night blindness, congenital stationary, autosomal dominant 2",OMIM,4,4,0,0,0,0,2,6,6,0,6,1,1,0.033469,0.196383,RANKABLE
206,OMIM:300400,"Severe combined immunodeficiency, X-linked",OMIM,19,19,0,0,0,0,11,171,121,50,121,107,5,0.033468,0.167066,RANKABLE
207,ORPHA:70593,Immunodeficiency due to selective anti-polysaccharide antibody deficiency,ORPHA,15,15,0,0,0,0,9,105,94,11,94,84,3,0.033447,0.158375,RANKABLE
208,OMIM:613953,Immunodeficiency 51,OMIM,18,18,0,0,0,0,12,153,153,0,153,139,1,0.033441,0.156000,RANKABLE
209,OMIM:619381,Immunodeficiency 82 with systemic inflammation,OMIM,49,49,0,0,0,0,25,1176,406,770,406,242,26,0.033412,0.552557,RANKABLE
210,OMIM:615468,Immunodeficiency 12,OMIM,20,20,0,0,0,0,13,190,58,132,58,42,2,0.033384,0.206254,RANKABLE
211,OMIM:300755,"Agammaglobulinemia, X-linked",OMIM,35,35,0,0,0,0,17,595,330,265,330,281,25,0.033379,0.380843,RANKABLE
212,OMIM:618282,"Hyper-IgE recurrent infection syndrome 3, autosomal recessive",OMIM,30,30,0,0,0,0,21,435,183,252,183,138,11,0.033329,0.500999,RANKABLE
213,ORPHA:99811,Neuronal intestinal pseudoobstruction,ORPHA,7,7,0,0,0,0,6,21,2,19,2,1,0,0.033307,0.065896,RANKABLE
214,ORPHA:169105,Thymoma-hypogammaglobulinemia syndrome,ORPHA,20,20,0,0,0,0,17,190,56,134,56,36,3,0.033039,0.300848,RANKABLE
215,ORPHA:231154,Combined immunodeficiency due to partial RAG1 deficiency,ORPHA,10,10,0,0,0,0,5,45,36,9,36,29,1,0.033004,0.440631,RANKABLE
216,OMIM:620668,"Immunodeficiency 117, mycobacteriosis, autosomal recessive",OMIM,33,33,0,0,0,0,16,528,283,245,283,232,22,0.032982,0.277245,RANKABLE
217,OMIM:221700,"Deafness, neural, with atypical atopic dermatitis",OMIM,3,3,0,0,0,0,2,3,1,2,1,1,0,0.032790,0.032790,RANKABLE
218,OMIM:613737,"Acne inversa, familial, 3",OMIM,4,4,0,0,0,0,0,6,6,0,6,5,0,0.032651,0.039116,RANKABLE
219,OMIM:300291,Ectodermal dysplasia and immunodeficiency 1,OMIM,56,49,7,0,0,0,29,1176,500,676,500,335,42,0.032636,0.228442,RANKABLE
220,OMIM:212050,"Candidiasis, familial chronic mucocutaneous, autosomal recessive",OMIM,16,16,0,0,0,0,10,120,98,22,98,83,9,0.032489,0.233810,RANKABLE
221,OMIM:618982,Immunodeficiency 72 with autoinflammation,OMIM,12,12,0,0,0,0,6,66,45,21,45,40,4,0.032439,0.147295,RANKABLE
222,ORPHA:436159,Autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency,ORPHA,31,31,0,0,0,0,20,465,251,214,251,195,9,0.032342,0.440631,RANKABLE
223,OMIM:240500,"Immunodeficiency, common variable, 2",OMIM,23,23,0,0,0,0,18,253,166,87,166,136,7,0.032191,0.354244,RANKABLE
224,OMIM:608184,"Immunodeficiency with hyper-IgM, type 4",OMIM,11,11,0,0,0,0,6,55,40,15,40,31,1,0.032142,0.440631,RANKABLE
225,OMIM:621405,Immunodeficiency 134 (Epstein-Barr virus-specific),OMIM,26,26,0,0,0,0,13,325,156,169,156,104,13,0.032128,0.380843,RANKABLE
226,OMIM:619824,"Agammaglobulinemia 8B, autosomal recessive",OMIM,23,23,0,0,0,0,11,253,104,149,104,62,6,0.032087,0.380843,RANKABLE
227,OMIM:620807,Immunodeficiency 121 with autoinflammation,OMIM,25,25,0,0,0,0,16,300,144,156,144,112,8,0.031882,0.344713,RANKABLE
228,OMIM:616098,Immunodeficiency 37,OMIM,8,8,0,0,0,0,7,28,18,10,18,16,1,0.031859,0.130777,RANKABLE
229,OMIM:191150,Tuftsin deficiency,OMIM,2,2,0,0,0,0,2,1,1,0,1,1,0,0.031816,0.031816,RANKABLE
230,OMIM:243700,"Hyper-IgE syndrome 2, autosomal recessive, with recurrent infections",OMIM,38,38,0,0,0,0,25,703,461,242,461,374,36,0.031752,0.187400,RANKABLE
231,OMIM:613494,"Immunodeficiency, common variable, 4",OMIM,8,8,0,0,0,0,6,28,28,0,28,21,2,0.031702,0.115290,RANKABLE
232,OMIM:613148,"Inflammatory bowel disease 28, early onset, autosomal recessive",OMIM,9,9,0,0,0,0,4,36,19,17,19,18,0,0.031667,0.047486,RANKABLE
233,ORPHA:93324,Autosomal recessive Kenny-Caffey syndrome,ORPHA,22,22,0,0,0,0,9,231,83,148,83,3,3,0.031652,0.940849,RANKABLE
234,ORPHA:228119,Fusariosis,ORPHA,47,47,0,0,0,0,34,1081,301,780,301,163,22,0.031528,0.430481,RANKABLE
235,OMIM:241600,Immunodeficiency 43,OMIM,16,16,0,0,0,0,8,120,49,71,49,24,4,0.031428,0.225744,RANKABLE
236,OMIM:614162,Immunodeficiency 31C,OMIM,38,38,0,0,0,0,26,703,200,503,200,146,15,0.031393,0.298252,RANKABLE
237,OMIM:611521,Immunodeficiency 35,OMIM,6,6,0,0,0,0,6,15,15,0,15,15,0,0.031329,0.042924,RANKABLE
238,OMIM:616100,"Autoimmune lymphoproliferative syndrome, type V",OMIM,23,23,0,0,0,0,16,253,152,101,152,121,6,0.031292,0.440631,RANKABLE
239,OMIM:620532,"Hyper-IgE syndrome 6, autosomal dominant, with recurrent infections",OMIM,15,15,0,0,0,0,13,105,50,55,50,42,0,0.031292,0.083465,RANKABLE
240,OMIM:300988,Immunodeficiency 50,OMIM,6,6,0,0,0,0,6,15,15,0,15,14,0,0.031257,0.066178,RANKABLE
241,OMIM:301115,"Immunodeficiency 118, mycobacteriosis",OMIM,9,9,0,0,0,0,7,36,17,19,17,14,1,0.031126,0.111954,RANKABLE
242,OMIM:615122,Lymphoproliferative syndrome 2,OMIM,23,23,0,0,0,0,15,253,124,129,124,91,12,0.031051,0.147295,RANKABLE
243,ORPHA:79237,Galactokinase deficiency,ORPHA,26,26,0,0,0,0,15,325,46,279,46,7,3,0.030873,0.567888,RANKABLE
244,OMIM:613312,"Hypophosphatemic rickets, autosomal recessive, 2",OMIM,12,12,0,0,0,0,8,66,15,51,15,2,2,0.030814,0.229435,RANKABLE
245,OMIM:232800,Glycogen storage disease VII,OMIM,24,24,0,0,0,0,11,276,80,196,80,12,9,0.030796,0.620995,RANKABLE
246,OMIM:169150,"Macular dystrophy, patterned, 1",OMIM,11,11,0,0,0,0,6,55,55,0,55,14,6,0.030738,0.475820,RANKABLE
247,OMIM:612260,Immunodeficiency 68,OMIM,10,10,0,0,0,0,5,45,28,17,28,24,3,0.030716,0.177295,RANKABLE
248,ORPHA:446,Neonatal hemochromatosis,ORPHA,11,11,0,0,0,0,5,55,10,45,10,2,2,0.030688,0.161588,RANKABLE
249,OMIM:615206,Card11 immunodeficiency,OMIM,8,8,0,0,0,0,3,28,28,0,28,23,1,0.030668,0.142614,RANKABLE
250,OMIM:618309,"Epidermodysplasia verruciformis, susceptibility to, 5",OMIM,6,6,0,0,0,0,2,15,7,8,7,6,1,0.030581,0.118761,RANKABLE
251,OMIM:242860,Immunodeficiency-Centromeric instability-facial anomalies syndrome,OMIM,25,25,0,0,0,0,13,300,78,222,78,25,7,0.030451,0.292968,RANKABLE
252,OMIM:269650,Secretory component deficiency,OMIM,3,3,0,0,0,0,0,3,1,2,1,1,0,0.030433,0.030433,RANKABLE
253,OMIM:233600,Immunodeficiency 59 and hypoglycemia,OMIM,27,27,0,0,0,0,16,351,106,245,106,56,10,0.030395,0.232383,RANKABLE
254,OMIM:607676,Immunodeficiency 67,OMIM,12,12,0,0,0,0,10,66,55,11,55,48,2,0.030346,0.113144,RANKABLE
255,OMIM:608106,"Immunodeficiency with hyper IgM, type 5",OMIM,9,9,0,0,0,0,6,36,36,0,36,35,0,0.030310,0.051822,RANKABLE
256,OMIM:615026,Riboflavin deficiency,OMIM,10,10,0,0,0,0,9,45,21,24,21,7,3,0.030294,0.204809,RANKABLE
257,ORPHA:277,Severe combined immunodeficiency due to adenosine deaminase deficiency,ORPHA,20,20,0,0,0,0,12,190,138,52,138,128,1,0.030290,0.174853,RANKABLE
258,OMIM:620825,Immunodeficiency 119,OMIM,15,15,0,0,0,0,8,105,66,39,66,56,3,0.030271,0.136192,RANKABLE
259,OMIM:618935,"Chronic granulomatous disease 5, autosomal recessive",OMIM,26,26,0,0,0,0,15,325,165,160,165,130,9,0.030229,0.298252,RANKABLE
260,OMIM:226990,"Immunodeficiency 32B, monocyte and dendritic cell deficiency, autosomal recessive",OMIM,21,21,0,0,0,0,15,210,92,118,92,58,5,0.030214,0.300848,RANKABLE
261,ORPHA:319600,Mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency,ORPHA,3,3,0,0,0,0,3,3,1,2,1,1,0,0.030208,0.030208,RANKABLE
262,ORPHA:781,Q fever,ORPHA,62,62,0,0,0,0,44,1891,407,1484,407,234,23,0.030201,0.512691,RANKABLE
263,OMIM:621097,Immunodeficiency 131,OMIM,76,76,0,0,0,0,45,2850,1248,1602,1248,940,96,0.030176,0.382484,RANKABLE
264,ORPHA:158048,Hemophagocytic syndrome associated with an infection,ORPHA,35,35,0,0,0,0,29,595,174,421,174,95,22,0.030130,0.161054,RANKABLE
265,ORPHA:3337,Primary Fanconi renotubular syndrome,ORPHA,29,29,0,0,0,0,12,406,226,180,226,27,25,0.030049,0.924185,RANKABLE
266,OMIM:620449,Immunodeficiency 112,OMIM,17,17,0,0,0,0,7,136,120,16,120,97,11,0.029861,0.134724,RANKABLE
267,OMIM:620931,Immunodeficiency 126,OMIM,84,84,0,0,0,0,43,3486,1190,2296,1190,841,44,0.029788,0.380843,RANKABLE
268,OMIM:613501,"Agammaglobulinemia 3, autosomal recessive",OMIM,11,11,0,0,0,0,7,55,36,19,36,28,0,0.029774,0.090724,RANKABLE
269,ORPHA:913,Zollinger-Ellison syndrome,ORPHA,34,34,0,0,0,0,17,561,240,321,240,37,17,0.029760,0.442908,RANKABLE
270,ORPHA:47612,Felty syndrome,ORPHA,36,36,0,0,0,0,30,630,170,460,170,119,9,0.029706,0.300848,RANKABLE
271,ORPHA:209981,IRIDA syndrome,ORPHA,10,10,0,0,0,0,1,45,9,36,9,2,2,0.029640,0.131448,RANKABLE
272,ORPHA:1578,Pterin-4 alpha-carbinolamine dehydratase deficiency,ORPHA,13,13,0,0,0,0,5,78,26,52,26,6,4,0.029543,0.154637,RANKABLE
273,OMIM:134750,Felty syndrome,OMIM,3,3,0,0,0,0,3,3,1,2,1,1,0,0.029535,0.029535,RANKABLE
274,OMIM:614891,Immunodeficiency 30,OMIM,3,3,0,0,0,0,3,3,3,0,3,3,0,0.029491,0.039627,RANKABLE
275,ORPHA:275,Severe combined immunodeficiency due to DCLRE1C deficiency,ORPHA,27,27,0,0,0,0,14,351,200,151,200,165,3,0.029457,0.440631,RANKABLE
276,OMIM:613500,"Agammaglobulinemia 2, autosomal recessive",OMIM,10,10,0,0,0,0,7,45,45,0,45,32,4,0.029451,0.130118,RANKABLE
277,ORPHA:98813,Hypohidrotic ectodermal dysplasia with immunodeficiency,ORPHA,34,34,0,0,0,0,26,561,247,314,247,185,14,0.029295,0.140474,RANKABLE
278,OMIM:613493,"Immunodeficiency, common variable, 3",OMIM,13,13,0,0,0,0,8,78,78,0,78,62,1,0.029273,0.104901,RANKABLE
279,OMIM:102700,"Severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency",OMIM,38,38,0,0,0,0,25,703,302,401,302,220,9,0.029262,0.440631,RANKABLE
280,OMIM:610445,"Night blindness, congenital stationary, autosomal dominant 1",OMIM,4,4,0,0,0,0,1,6,6,0,6,1,1,0.029158,0.169895,RANKABLE
281,OMIM:620321,C1q deficiency 2,OMIM,24,24,0,0,0,0,9,276,91,185,91,70,5,0.029141,0.134724,RANKABLE
282,OMIM:619707,"Agammaglobulinemia 10, autosomal dominant",OMIM,10,10,0,0,0,0,6,45,40,5,40,28,3,0.029109,0.130118,RANKABLE
283,OMIM:619630,Immunodeficiency 88,OMIM,3,3,0,0,0,0,2,3,3,0,3,3,0,0.029084,0.032790,RANKABLE
284,OMIM:615559,"Autoimmune lymphoproliferative syndrome, type III",OMIM,41,41,0,0,0,0,18,820,432,388,432,325,14,0.029009,0.440631,RANKABLE
285,ORPHA:36234,Bacterial toxic-shock syndrome,ORPHA,60,60,0,0,0,0,50,1770,325,1445,325,196,28,0.028915,0.339583,RANKABLE
286,ORPHA:2314,Autosomal dominant hyper-IgE syndrome due to STAT3 deficiency,ORPHA,49,49,0,0,0,0,34,1176,288,888,288,101,15,0.028911,0.522543,RANKABLE
287,OMIM:147050,"Ige responsiveness, atopic",OMIM,4,4,0,0,0,0,3,6,6,0,6,5,0,0.028903,0.035671,RANKABLE
288,OMIM:618108,Immunodeficiency 57,OMIM,14,14,0,0,0,0,7,91,44,47,44,37,1,0.028898,0.133019,RANKABLE
289,OMIM:619774,Immunodeficiency 96,OMIM,15,15,0,0,0,0,10,105,43,62,43,32,2,0.028852,0.115290,RANKABLE
290,OMIM:603358,Gracile syndrome,OMIM,8,8,0,0,0,0,4,28,10,18,10,2,2,0.028843,0.131448,RANKABLE
291,OMIM:619437,Immunodeficiency 84,OMIM,6,6,0,0,0,0,3,15,11,4,11,9,1,0.028808,0.125634,RANKABLE
292,OMIM:615160,"Mitochondrial complex III deficiency, nuclear type 5",OMIM,18,18,0,0,0,0,9,153,49,104,49,20,7,0.028797,0.179972,RANKABLE
293,OMIM:242700,Immune defect due to absence of thymus,OMIM,15,15,0,0,0,0,6,105,61,44,61,52,2,0.028762,0.299355,RANKABLE
294,OMIM:614700,"Immunodeficiency, common variable, 8, with autoimmunity",OMIM,44,44,0,0,0,0,27,946,430,516,430,314,16,0.028654,0.440631,RANKABLE
295,OMIM:619652,Immunodeficiency 92,OMIM,20,20,0,0,0,0,10,190,140,50,140,106,6,0.028652,0.306720,RANKABLE
296,ORPHA:79159,Isobutyryl-CoA dehydrogenase deficiency,ORPHA,11,11,0,0,0,0,8,55,12,43,12,2,2,0.028647,0.175507,RANKABLE
297,OMIM:606367,Immunodeficiency 41 with lymphoproliferation and autoimmunity,OMIM,37,37,0,0,0,0,18,666,293,373,293,230,10,0.028581,0.358329,RANKABLE
298,ORPHA:678,Papillon-Lefèvre syndrome,ORPHA,29,29,0,0,0,0,19,406,178,228,178,41,10,0.028549,0.556376,RANKABLE
299,OMIM:621096,Immunodeficiency 132B,OMIM,50,50,0,0,0,0,22,1225,842,383,842,702,15,0.028531,0.334051,RANKABLE
300,OMIM:233700,"Granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type I",OMIM,23,23,0,0,0,0,10,253,194,59,194,175,6,0.028483,0.106633,RANKABLE
301,OMIM:611489,Corticosteroid-binding globulin deficiency,OMIM,10,10,0,0,0,0,6,45,5,40,5,1,1,0.028432,0.136267,RANKABLE
302,OMIM:300310,Immunodeficiency 61,OMIM,9,9,0,0,0,0,6,36,21,15,21,15,0,0.028365,0.097272,RANKABLE
303,OMIM:233690,"GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, CYTOCHROME b-NEGATIVE",OMIM,24,24,0,0,0,0,10,276,195,81,195,175,6,0.028348,0.106633,RANKABLE
304,OMIM:618107,"Osteopetrosis, autosomal dominant 3",OMIM,12,12,0,0,0,0,9,66,12,54,12,3,1,0.028330,0.275612,RANKABLE
305,OMIM:614857,"Methylmalonic aciduria and homocystinuria, Cblj type",OMIM,35,35,0,0,0,0,18,595,73,522,73,15,9,0.028203,0.446972,RANKABLE
306,ORPHA:99967,Myxoid/round cell liposarcoma,ORPHA,3,3,0,0,0,0,3,3,1,2,1,1,0,0.028170,0.028170,RANKABLE
307,ORPHA:263455,Congenital hyperinsulinism due to HNF4A deficiency,ORPHA,33,33,0,0,0,0,21,528,134,394,134,17,16,0.028156,0.438845,RANKABLE
308,OMIM:618944,"Hyper-IgE recurrent infection syndrome 5, autosomal recessive",OMIM,13,13,0,0,0,0,7,78,52,26,52,41,1,0.028126,0.115290,RANKABLE
309,ORPHA:332,Congenital intrinsic factor deficiency,ORPHA,16,16,0,0,0,0,9,120,22,98,22,3,2,0.028087,0.446972,RANKABLE
310,OMIM:610163,Immunodeficiency 25,OMIM,17,17,0,0,0,0,10,136,120,16,120,98,3,0.028082,0.132908,RANKABLE
311,OMIM:621254,Immunodeficiency 133 with ectodermal dysplasia with or without peripheral neuropathy,OMIM,144,144,0,0,0,0,88,10296,2949,7347,2949,1715,168,0.027961,0.552557,RANKABLE
312,OMIM:615812,Abdominal obesity-metabolic syndrome 3,OMIM,11,11,0,0,0,0,6,55,17,38,17,3,3,0.027914,0.157000,RANKABLE
313,OMIM:612783,Immunodeficiency 10,OMIM,28,28,0,0,0,0,22,378,155,223,155,110,8,0.027914,0.440631,RANKABLE
314,OMIM:620121,"Iron overload, susceptibility to",OMIM,6,6,0,0,0,0,2,15,10,5,10,2,2,0.027828,0.131448,RANKABLE
315,ORPHA:276,T-B+ severe combined immunodeficiency due to gamma chain deficiency,ORPHA,33,33,0,0,0,0,24,528,337,191,337,253,19,0.027689,0.299355,RANKABLE
316,OMIM:615513,Immunodeficiency 14,OMIM,14,14,0,0,0,0,6,91,68,23,68,57,1,0.027675,0.105323,RANKABLE
317,OMIM:619846,Immunodeficiency 99 with hypogammaglobulinemia and autoimmune cytopenias,OMIM,11,11,0,0,0,0,5,55,36,19,36,30,1,0.027665,0.133019,RANKABLE
318,ORPHA:431341,Patent urachus,ORPHA,10,10,0,0,0,0,4,45,14,31,14,2,1,0.027584,0.349891,RANKABLE
319,ORPHA:79284,Methylmalonic acidemia with homocystinuria type cblF,ORPHA,27,27,0,0,0,0,19,351,46,305,46,17,7,0.027579,0.148876,RANKABLE
320,OMIM:217090,"Plasminogen deficiency, type I",OMIM,18,18,0,0,0,0,14,153,36,117,36,15,2,0.027572,0.340117,RANKABLE
321,OMIM:615607,Immunodeficiency 17,OMIM,15,15,0,0,0,0,8,105,61,44,61,54,0,0.027526,0.062514,RANKABLE
322,OMIM:613860,Immunodeficiency due to ficolin 3 deficiency,OMIM,5,5,0,0,0,0,3,10,6,4,6,6,0,0.027516,0.036500,RANKABLE
323,ORPHA:2237,Hypoparathyroidism-sensorineural deafness-renal disease syndrome,ORPHA,22,22,0,0,0,0,11,231,55,176,55,6,3,0.027498,0.940849,RANKABLE
324,OMIM:600802,"Scid, autosomal recessive, T-Negative/b-Positive type",OMIM,18,18,0,0,0,0,8,153,106,47,106,90,4,0.027389,0.215585,RANKABLE
325,OMIM:602450,Severe combined immunodeficiency with sensitivity to ionizing radiation,OMIM,24,24,0,0,0,0,11,276,143,133,143,118,6,0.027382,0.237201,RANKABLE
326,OMIM:619549,"Immunodeficiency 86, mycobacteriosis",OMIM,4,4,0,0,0,0,2,6,6,0,6,6,0,0.027349,0.039826,RANKABLE
327,OMIM:613412,"Esophagitis, eosinophilic, 2",OMIM,6,6,0,0,0,0,5,15,4,11,4,4,0,0.027332,0.043565,RANKABLE
328,ORPHA:35078,T-B+ severe combined immunodeficiency due to JAK3 deficiency,ORPHA,25,25,0,0,0,0,14,300,199,101,199,166,3,0.027307,0.344713,RANKABLE
329,OMIM:620926,Immunodeficiency 125 ,OMIM,45,45,0,0,0,0,20,990,280,710,280,186,20,0.027011,0.211553,RANKABLE
330,ORPHA:37042,Immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,ORPHA,59,59,0,0,0,0,38,1711,576,1135,576,414,21,0.026839,0.440631,RANKABLE
331,ORPHA:100026,Gamma-heavy chain disease,ORPHA,20,20,0,0,0,0,18,190,49,141,49,23,1,0.026797,0.440631,RANKABLE
332,ORPHA:33355,Reticular dysgenesis,ORPHA,20,20,0,0,0,0,17,190,58,132,58,46,1,0.026726,0.127532,RANKABLE
333,OMIM:277380,"Methylmalonic aciduria and homocystinuria, Cblf type",OMIM,39,39,0,0,0,0,25,741,85,656,85,23,9,0.026698,0.446972,RANKABLE
334,OMIM:612462,"Pseudohypoparathyroidism, type IC",OMIM,28,28,0,0,0,0,16,378,79,299,79,7,4,0.026685,0.940849,RANKABLE
335,ORPHA:183707,Infantile LAD-like disease due to RAC2 deficiency,ORPHA,4,4,0,0,0,0,3,6,3,3,3,3,0,0.026666,0.038077,RANKABLE
336,OMIM:613179,Immunodeficiency due to purine nucleoside phosphorylase deficiency,OMIM,38,38,0,0,0,0,24,703,248,455,248,137,8,0.026665,0.440631,RANKABLE
337,OMIM:618838,Combined oxidative phosphorylation deficiency 41,OMIM,10,10,0,0,0,0,7,45,7,38,7,1,1,0.026606,0.177975,RANKABLE
338,ORPHA:764,Pyomyositis,ORPHA,12,12,0,0,0,0,9,66,13,53,13,9,2,0.026605,0.126418,RANKABLE
339,OMIM:233650,Combined cellular and humoral immune defects with granulomas,OMIM,5,5,0,0,0,0,3,10,10,0,10,8,0,0.026575,0.052700,RANKABLE
340,OMIM:306400,"Chronic granulomatous disease, X-linked",OMIM,31,31,0,0,0,0,16,465,234,231,234,199,6,0.026574,0.106633,RANKABLE
341,OMIM:618969,Immunodeficiency 70,OMIM,17,17,0,0,0,0,7,136,63,73,63,50,2,0.026453,0.109487,RANKABLE
342,ORPHA:444463,Autoimmune hemolytic anemia-autoimmune thrombocytopenia-primary immunodeficiency syndrome due to TPP2 deficiency,ORPHA,14,14,0,0,0,0,9,91,44,47,44,29,1,0.026366,0.440631,RANKABLE
343,ORPHA:449395,IgG4-related kidney disease,ORPHA,58,58,0,0,0,0,34,1653,478,1175,478,232,23,0.026330,0.508105,RANKABLE
344,OMIM:235550,Hepatic venoocclusive disease with immunodeficiency,OMIM,6,6,0,0,0,0,4,15,4,11,4,3,0,0.026278,0.045261,RANKABLE
345,ORPHA:289390,Primary Sjögren disease,ORPHA,82,82,0,0,0,0,50,3321,649,2672,649,336,26,0.026255,0.552557,RANKABLE
346,ORPHA:391487,STAT1-related autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome,ORPHA,46,46,0,0,0,0,27,1035,298,737,298,200,11,0.026247,0.440631,RANKABLE
347,OMIM:618858,"Diabetes mellitus, permanent neonatal 4",OMIM,6,6,0,0,0,0,1,15,6,9,6,1,1,0.026245,0.151176,RANKABLE
348,OMIM:616329,"Maturity-onset diabetes of the young, type 13",OMIM,7,7,0,0,0,0,3,21,6,15,6,1,1,0.026221,0.151176,RANKABLE
349,OMIM:610102,C7 deficiency,OMIM,3,3,0,0,0,0,1,3,3,0,3,3,0,0.026158,0.030433,RANKABLE
350,ORPHA:810,Shigellosis,ORPHA,46,46,0,0,0,0,30,1035,216,819,216,114,15,0.026157,0.243080,RANKABLE
351,OMIM:615978,Immunodeficiency 27B,OMIM,6,6,0,0,0,0,3,15,15,0,15,14,0,0.026145,0.043117,RANKABLE
352,ORPHA:47,X-linked agammaglobulinemia,ORPHA,35,35,0,0,0,0,29,595,153,442,153,116,4,0.026074,0.202465,RANKABLE
353,OMIM:616005,Immunodeficiency 36,OMIM,24,24,0,0,0,0,14,276,166,110,166,128,6,0.026071,0.134724,RANKABLE
354,OMIM:615504,"Ciliary dyskinesia, primary, 27",OMIM,12,12,0,0,0,0,3,66,42,24,42,8,3,0.026069,0.358486,RANKABLE
